3,Croatia,2018-02-22,It’s ok,,This the first khiels product that I bought. I don’t really understand why it’s best seller. Khiels has so much more better product. Cream is ok but nothing special
3,,2018-02-21,Different smell,awful smell,I’ve been using this particular facial moisturizer for the last couple of years. I absolutely love it. However I just re ordered it and something has changed. It use to be pretty much odorless and now has almost a burnt plastic or rubber smell to it. It’s not very pleasant and would stop me from purchasing this item even though it is the same texture and thickness.
5,Rhode Island,2018-02-19,First Time User of ultra facial cream,no con,"My granddaughter gave me a jar of this facial cream for Christmas, I'm more than half finished with the cream & just ordered another so I will not run out."
5,,2018-01-29,I listened to my sister and I am glad I did!,,"I had other facial creams from Kiehl's and also from high brands such as Estee Lauder and Kate Somerville. But honestly all the other creams that I have tried just can't relate to this cream. I love it so much. It makes my face fully hydrated and plump and seriously no joke, my skin is much clearer from just using this cream. I have bad acne and blackheads and this cream literally solved all my problems. Couldn't be happier."
5,,2018-01-26,The real deal,,"Best moisturizer I've used, and I have gone through a bunch. Really penetrates the skin and has a lasting, hydrating effect. My skin has never looked better."
4,,2018-01-24,Love but,,"I always come back to this moisturizer, but this last purchase, about a week ago, has a very weird smell. I figured the formula had changed but I saw that someone else commented on the same thing."
5,Texas,2018-01-23,Perfect for dry winter skin,,"After dealing with some serious dry skin issues from some bad makeup, I turned to Kiehl's to help repair my sad skin. The Ultra Facial Cream was the first product I tried and it's become a twice-daily part of my skincare routine. I use it in the morning after cleansing and in the evening as a last step after my serum. I sometimes even smooth a little over dry areas before going outside for a cool weather run in the colder months, just to keep my skin hydrated. If you have really dry skin (like me) try mixing in a few drops of a facial oil for added moisture."
5,"Chicago, IL",2018-01-22,Absolute favorite moisturizer ever!,,A little goes a long way and it leaves my skin feeling smooth and replenished. I got this as a sample once and after the first use I knew I had to go back and get more. It lives up to its name because it is definitely ultra moisturizing!
2,santa monica CA,2018-01-17,something has changed,,I've been using this cream for years.
2,Bonita springs Florida,2018-01-14,Laurie,,"I have always liked this cream but the last jar I received smells very unusual, did you change the formula?"
5,,2017-12-28,Seriously love this,,"This has many purposes. I can use only this, or I can put this under my foundation in exchange for using a primer. It doesn't move my makeup around on my face and it smells great too. I got it orignally in a little sample but i'm already about to order the jar because it's THAT good. Along with the facial oil (not sure what it's called right off hand). They both are my go-to to use under my foundation. I no longer have to wear primer. Which is a huge plus. Also for the price of this jar, you get a lot. And a little goes a long way!"
1,,2017-12-26,Disappointed,,I was quite disappointed after trying this product. It is very oily and not smooth at all. I don't feel comfortable at all wearing this moisture. Now it is just staying there alone. It is really not worth this price.
5,NYC,2017-12-08,The best cream ever,,"I must say that this cream has changed the way my skin looks, feels, and breathes. I apply this cream day and night and my face glows through the day and I have noticed significant changes in the evening of the tone and overall health of my skin. I have finally found what my skin needs, loves and enjoys!"
5,,2017-11-30,The Perfect Moisturizer,,I love the Ultra Facial Cream! The texture is perfect and doesn't clog my pores.
5,Boston MA,2017-11-21,everyone should use this,none,"this is the first moisturizer i’ve ever used that does its job extremely well. it goes on and sinks in quickly and doesn’t leave a weird oily film on your face afterwards, nor does it get “sweaty” during the summertime. i use it on all of my clients as well as it makes a perfect base for makeup and doesn’t irritate sensitive skin."
5,"riverside, CA",2017-10-31,A miracle product!,,"I've never repurchased a facial product like I've been doing with this one. I absolutely fell in love with it. It's simple and yet effective enough to keep your skin hydrated and nourish it to the dewy and healthy-looking point! I grow up in another country, whose the weather is humid and tropical, cuz of that I never had an issue with dry skin and break-outs. But ever since I moved to the U.S., the dry weather here breaks me out so bad and my skin constantly gets dry after showering. However, this product is the best thing ever happens to me! It helps keep my skin hydrated, all the flakes as well as pimples are gone now. I also notice a difference in the appearance of my skin overall! I would keep repurchasing this product in the future!"
4,,2017-10-10,don't like the smell,,"I think overall is fine, but I don't like the smell. not sure how well it works, will have to wait and see."
5,"Detroit, MI",2017-08-21,Best Ever!,,"Never have I used a moisturizer like this before. It absorbs into my skin so quickly and I can actually feel my skin soaking it in. It doesn't just sit on the surface. My skin feels so healthy! I can't imagine ever using a different product. Kiehl's makes the best skin and hair care products I have ever used, and I've been through my fair share! So happy I'm not wasting money on ineffective products anymore. Kiehl's provides a product that is worth far beyond the price listed."
5,,2017-07-20,10/10 Best moisturizer,runs out faster than anticipated,"A truly 24-hr face moisturizer. Non-greasy, fast absorbing. I used it in all four seasons. Day and Night. Keep my face hydrated the whole day without having to reapply. It lasted for about 8 months, which I guess isn't so bad but I had to admit - it ran out faster than I had anticipated. But nonetheless, I would absolutely recommend this to anybody."
5,Pennsylvania,2017-04-30,The Best,,"My favorite moisturizer! It is very hydrating and lightweight. I use three products (cleanser, toner and the cream) from this collection. The result: my skin is hydrated and radiant everyday. They are all fabulous products (I feel like the cream works best when it is used with the other two together) but the cream is my personal favorite. I also apply the cream immediately after using a sheet mask at night - it helps lock the hydration."
5,Atlanta,2017-04-24,The best moisturizer,,"This is, by far, the best moisturizer I've ever tried. A little goes a long way. It's made my skin feel moisturized, it's evenly toned and it just feels great!! Will never use another moisturizer."
5,"Cheyenne, WY",2017-04-14,"Best moisturizer I've ever used, and I've tried many!",,"This moisturizer may have very well changed my life. I have fair, freckled skin that reacts poorly to changes in the weather. I live in a very dry midwest climate and often experience flaking and itchy dry patches on my face that never seem to mend. And trust me, I've tried A LOT of moisturizers. I can easily say dryness is my most frustrating continual skin problem. This is solving it! I just tried this moisturizer for the first time last night and this morning all the flakiness is ALREADY gone. I'm super impressed! Packaging is nice – the lid screws on nicely – however I'm not totally happy with the value. It's a little bit of an investment. BUT WORTH IT!"
5,,2017-04-03,Love This Moisturizer,,"I have been using the Ultra Facial Cream for close to 6 years now. It leaves my skin feeling hydrated and fresh with no sticky feeling. I have normal skin, but it can lean toward the dry side in the winter. This moisturizer is a year round must have."
5,"Chicago, IL",2017-03-18,Obsessed!!,,I am beyond happy with this moisturizer! It honestly is the best moisturizer I have ever used. A lot of moisturizers I have used either don't moisturize enough or make me feel oily but this one is absolutely perfect!!!
5,,2017-03-14,The Absolute Best,,"The. Best. Moisturizer. Ever. Very reasonable price for A TON of product. Thick and creamy but still light on the skin, looks great under makeup. This is a good moisturizer for those people who aren't playing games with their skincare and just want something very plain but very good. I'm going to try the Ultra Facial Moisture Balm and Ultra Facial Moisturizer now!"
3,,2017-03-07,"A good moisturizer, but not for oily skin",not for oily skin,"As a person with oily skin, I don't think product is the best. It is a good moisturizer and it does last all day. It feels like heavy lotion to me and makes my skin feel oilier. I think it would work for skin is dry to normal."
4,,2017-02-21,Solid Facial Lotion,,"A good facial moisturizer for night time or whenever you may use a cleanser that will dry your skin out. It is more suitable for the winter, where you would want a thicker lotion. Not much is needed so it should last you a while. No fragrance!"
5,"Chicago,IL",2017-02-18,Only moisturizer you need,,I have been looking for a moisturizer for years and feel like I have tried everything from top of the line products to drug store finds. I ordered the ultra facial cream after reading the reviews but admit I was skeptical. Needless to say I am thrilled with the results!!! After using it for only ONE day I can already see a difference. The winters in the Midwest are very drying & cold I am no longer concerned about keeping my skin hydrated & youthful looking after using this product. It is a must have!!
5,Los Angeles,2017-02-15,Best I have found,,"This cream is great for both day and night. Light weight, never greasy or oily. I never feel dry with this. My face glows. It's a must for me I have not been without it since. I love the glow I get from this and that it layers well on top of my kiehls oils I use. I am a skincare advocate and love taking care of my skin and this is the best cream I have tried. My face glows and it's so smooth. Thank u Kiehls!!!"
5,"New York, NY",2017-02-12,You need this in your routine,,"I first started using this moisturizer three years ago and always find myself coming back to it because it works so well for my sensitive skin. Sometimes when I wear mascara for days in a row my eyes will burn really bad when I put on moisturizer after washing my face. That never happens with this moisturizer. This moisturizer got me through Accutane, which was insanely drying for my skin. I've tried both the Ultra Facial Gel Cream and the Balm, but found this to be the perfect amount of moisture for me. Can't say enough good things about this product, it's so good!"
5,Montana,2017-02-09,Loved this product,,"I have tried so many moisturizer over the years! I have never found a moisture that I love this much! I get amazing moisture from this without any oily feeling. I have gone all winter long without dry skin,because of this amazing moisturizer! I am one very happy customer, with this product."
4,NY,2017-01-31,Hydrating but ocassionally stings face,,I have sensitive skin and I find this cream to ocassionally sting my face after I wash it with cleanser. It works fine most of the time however. Provides good hydration for the whole day and leaves my skin feeling soft.
5,,2017-01-22,moisturizing moisturizer,,"Very good and the best moisturizer I've ever used. I can see effect even I dont use it one day, but my face still soft and skin feels moisturized."
4,"Georgia, GA",2017-01-14,Perfect Product for skin,,"My face is brighter and has the healthy-looking because of this ""Ultra Facial Cream"". I have received a lot of compliments about my skin. Thank you Kiehl's for always helping me has the suitable products."
5,"Madison, GA",2017-01-09,Best Moisturizer Ever,,My sister recommended this moisturizer to me when I complained about my other moisturizers being too thick and oily. i like this moisturizer because it doesn't make me feel heavy or sticky when it's on my face. It has a nice texture and a little bit goes a long way.
5,,2017-01-07,Dry skin during pregnancy cured!,,"I was pregnant and came down with really dry skin. My face was so dry that I tried multiple moisturizers from the drug store, applied them multiple times per day, and my face was still dry. I found a recommendation for this on a forum and gave it a go. With one application my face was moisturized all day long. It really does work wonders. I haven't had issues with dry skin once the baby was born, but if the dry skin ever comes back this will definitely be a regular item in my cabinet!"
5,St. Louis,2016-12-30,Everyday Must,,"This cream is perfect for my combination skin. I could never find the right moisturizer, other brands' moisturizers make my skin oilier or don't moisturize well. A little goes a long way and keeps me hydrated all day long."
5,"Dallas, Tx",2016-12-21,Favorite Moisturizer Ever,,"I am a longtime fan of this moisturizer. I use it twice daily and it is a staple in my routine. My husband tried it one day and is hooked now too so we are going through it twice as fast, so I wish the price point was a little lower. It's light yet still very hydrating for my super dry skin. I am very sensitive to scented products and this one has a rather undetectable scent. I like that it is in a tub so I can get every last little dab of product out of the container. I never let myself run out of this product because for me it's a must-have. Highly recommend if you're looking for a lightweight, non-greasy, ultra-hydrating moisturizer."
5,CT,2016-12-19,Love,,"I am a first-time user and so far my skin is LOVING this moisturizer. I live in the Northeast, and can already tell that this will be my new winter moisturizer. Very moisturizing without clogging pores in my somewhat sensitive aging skin. It's a keeper!"
5,"Denver, CO",2016-12-18,The Best Moisturizer I've Ever Found!!!,,"I had been using this product for almost two years, until I moved and my skin started freaking out. I figured it was my facial products, so I did an overhaul for a few months. That made it way worse, so I've come back to my tried and true Ultra Facial products (cleanser, toner, and this cream), and will not be straying again anytime in the near future. Excellent products for the price and larger sizes literally last forever."
5,"Hilton Head, SC",2016-12-18,Amazing Product,,I seriously love this product! I could tell a huge difference after one night of using it! You must try this product!
5,"Dallas, TX",2016-12-12,Love it!,,"Got this as a gift from my dad who's a huge Kiehl's fan, so I'm not surprised it worked so well! The second I put it on my skin feels so much softer and continues to feel so throughout the entire day. The only reason I gave performance 4 stars and not 5 is because it takes a while to absorb."
5,,2016-12-04,The Core of my Skin Routine,,"Managing acne has been an endless challenge for me, mostly due to my extremely oily skin. I learned early on in life to never touch my face unless I wanted my self esteem crushed for 3-4 weeks. I ignored moisturizing in my routine as any creams I found would make me feel greasy before the morning was over. This resulted in a lovely dry flaky face early in the day followed by an oily afternoon of putting water on my face to evaporate off some moisture for temporary bliss every 30 minutes; I was only cleansing and not moisturizing."
5,,2016-12-02,Wonderful cream,,"I cannot rate effect and performance just yet because I just have started using this lotion. But what I can say: it is very lite, weightless, it does not make skin heavy, it does not leave residues or shiny look on the skin. It truly melts into the skin , and it feels wonderful. I have sensitive skin and skin which does not accept ANY heavy creams or lotions. In addition, this cream does not have any smell of perfume. I do not know if this cream will sustain its effect long term , but after 1 month I have no complains"
5,"Austin,TX",2016-11-28,Perfect,,"I have been searching for a good daily moisturizer that helps my dehydrated skin, without being greasy. I have been using the Clarins gel moisturizer, but found as the weather has become colder and more dry that I have to use excess just for my skin not to feel tight.
This is amazing.... hands down best I've used. And for the price?!?!? I can tell it will last me months, a little does a long way.
I thought i wouldn't like it initially because it felt very lotion-y, aka greasy, but I am amazed at how silky, plump and bright my skin looks. This is the first time it has ever looked hydrated without being greasy. I can't imagine my life without this now!"
5,"Baltimore, MD",2016-11-28,Great Moisturizer for Dry Skin,,"My skin gets very dry in the winter and this moisturizer is the best I've used. It is thick enough to make my skin feel very moisturized, but it's not oily or greasy even after wearing all day under makeup. I love it!"
5,,2016-11-24,,,"I thought product of this quality cost over $100.
Fabulous product and a greta price."
5,"San Diego, CA",2016-11-14,Always come back to it...,,"I have been using this cream on and off for years. Whenever I've strayed and feel lost in the skincare world, Kiehl's welcomes me back with open arms. The ultra cleanser followed by ultra cream. keep it simple and I find my skin allows balances itself out. I prefer the feeling of a cream rather than a gel- use the right amount and you'll be set."
4,,2016-11-03,For those with dry skin,,I learned I had dry skin and was seeking a moisturizer that would provide the moisture my skin needed. This product did the trick. Works well under make up and isn't greasy.
2,,2016-10-25,Very thin/lightweight texture.,too light for dry skin,"I bought this cream and I am upset that a Kiehl's product couldn't match my expectation. I have dry skin but the store rep tested my skin and suggested that I have Normal skin which I don't agree to. However, in that moment - I went with the flow and agreed to her recommendation and bought this cream. As I applied a drop of the cream - it got a little oily on my face and didn't absorb the way I thought it would.It took a while to absorb and all that while my face was shiny which I didn't like. I personally like using something that is a little dense and matte to scoop out from the jar. I am not sure it made my skin look balanced. It looked dull in fact. I am a little disappointed with this product considering that I am a loyal Kiehl's fan since years. I started to use Kiehl's back in India 4 years back and have continued to do so."
5,"Salt Lake City, Utah",2016-10-24,The gateway drug to my kiehl's addiction,heavy when used in excessive amount,"As a recovering Sephora die-hard - one who has tried tens of the industry leaders' ""most hydrating"" moisturizers - I feel confident in my claim that this is the best I've tried, from Clinique to Givenchy, Perricone MD to Shiseido."
5,"Silver Spring, MD",2016-10-10,Great Product,,I have very sensitive skin and allergies (even allergic to mineral makeup)...Keihl's is perfect for me. Light weight and fragrance free; keeps my skin soft and mosturized all year long.
5,"Cherry Hill, NJ",2016-09-30,Great moisturizer for combination skin,,"I have tried the K-beauty trend for about a year, and was unable to find any product that really worked for my skin. My forehead and lower cheek area is very oily, while my upper cheeks, chin, and nose are super dry. This cream is excellent to use after washing with the Rare Earth cleanser."
5,"Bordeaux, France",2016-09-29,"Most Moisturising, Non-Greasy Formula Ever",bit too heavy for summer,I received this product in a pack of Keilhs skincare and fell in love. You only need a little to go a long way and it absorbs to leave no greasy feeling at all on your skin.
5,,2016-09-07,Effective,,"This is a very effective moisturizer. I like the texture of this cream and it is perfect for any season. When I use this in hot weather, it doesn't make me greasy and ""melt"" off my face like cheaper face washes. This product really works well in the winter and dry atmospheres. In the cold winter time, this stuff really protects my face from becoming dry and peeling. It doesn't over-hydrate or under-hydrate my skin; it's just right."
5,"Roanoke, VA",2016-08-04,Best moisturizer,,I got this as a sample and loved it from the first time I tried it that I bought a bigger jar and there isn't a strong scent. Works great on my dry skin.
5,"The Woodlands, Texas",2016-06-29,Favorite Everyday Kiehls Moisturizer,,"This moisturizer is the best one I have ever used and the best moisturizer I have found at Kiehls (although there are many great ones). I actually got this as a Christmas present, and haven't gone back to my old moisturizer since."
5,,2016-06-04,Great product..,,Will last you a year if you buy the large size. Great on the skin. Not too heavy and has a light feel. I ran out and tried another product and came back.
5,CA,2016-05-27,Awesome!,,"I have combination skin,slightly oily in some parts and normal to dry on the others and I didn't know my skin was dehydrated before I started to use this cream! Although my nose was the oiliest part of my face it was flaky every time I put foundation on it. I used different scrubs,serums and light moisturizers but nothing worked,then I used this product,OMG, not only my nose is not flaky anymore my skin has become so soft and smooth:) Definitely recommend it to all people specially ones with combination-normal-dry skin types."
5,,2016-05-20,Love it!,,"Over the years, I have tried LOTS of skin care products, never been happy with any of them, never really saw any results, and just kept looking for something that would work for me. Well, here it is! I recently switched all my products to Kiehl's and couldn't be happier.
I've been really horrible about taking care of my skin, going to bed with makeup on, smoking and not using the right products.
This moisturizer feels so nice, soft and creamy, you only use a very small amount, something I wasn't used to. Even with high end products, I always had to use so much to feel like they were moisturizing my skin. If you use too much of this moisturizer, you may think it feels a little greasy, just a small amount will do!! My skin's texture is so soft and I have a glow I never had before!! All I can say is, BUY IT!!"
5,,2016-05-16,Ultra lightweight,,"Incredible product, is instantly absorbed into the skin. Feels very lightweight and is extremely nourishing without being too heavy and thick on the skin."
5,"Saratoga Springs, UT",2016-05-11,So Heavenly,,"THIS is the product that made me a Kiehls fan.
When I was a teenager, I would try lots of foundations, moisturizers, etc. And I was struggling with breakouts in my T zone and I got to the point that I was just wanting to take care of my skin! I went to Nordstroms actually to just find a GOOD moisturizer and the lady handed me this. I had never really heard of Kiehls until this. She was telling me how she has to wear all sorts of make up brands on different days (just depends on what they are promoting that day and what booth they are at that day), and it's hard on her face to always try all these different make ups. She said that she uses this to bring her face back to a healthy state after putting it through so much. That was over 10 years ago, and I've NEVER looked back. It was everything and more that I could have hoped for in a moisturizer! Now I have a full Kiehls line up for morning and night and my searching is OVER. I've been a loyalist for YEARS and will continue for the rest of my life. Even with my full line up, I never leave this Ultra Facial Cream out- it gives my face the ultimate in moisture, and my skin just drinks it all in. The top 2 things that age your face are sun and dehydration. With this product, I need not fret. There's a reason it's the Best Seller from Kiehls. With all the AMAZING products that Kiehls has, to take the number one spot, that's saying something right there."
5,"Portland, OR",2016-04-26,Best Cream on the Market,,There is a reason this is one of the top creams that Kiehl's has to offer. It's simply superb.
4,NY,2016-04-20,The product is good but ...,,"I can't really stand the smell of the product, it smells like plastic or something like that. Even though it is nice, I found myself using fewer times because of the smell it has."
5,,2016-04-20,Only face cream I will ever use again!!,,Perfect ever day face cream. Not oily and hydrates skin. I'm prone to break outs and with this product I have stopped having regular breakouts!
5,"Olympia, WA",2016-04-15,"Love, love, love this!",,"I bought this moisturizer in a kit with the facial cleanser and toner, and I love this product. It is super lightweight (a little goes a long way) and it doesn't make me break out (I have dry skin). I can wash my face, put on this, and after less than five minutes do my makeup routine. I have had mine for around 6 months and I'm not even half way through, and I use it 1-2 times daily. This is a must have product!"
5,,2016-04-08,Always My Most Loved Moisturiser,,"It feels incredible on my skin, and works like a miracle. Even if it's so humid and hot in the summer, I still love to use it, at night in particular. It doesn't get my face greasy but very moisturised. I haven't experienced break-outs ever since using it, and it's already been 6 years. I've purchased almost 8 jars so far, and still can see myself continuing re-purchasing it. It might cost more than other moisturisers on the market but it's totally worth the money, and you'll be surprised what it brings to you. At first I thought it was going to get the oil all over my face because I'm combination and never used cream but gel, but it totally surprised me the morning after when I saw my face glowing like never before. And until today I'm not done loving it yet."
5,"The Woodlands, TX",2016-03-31,Where has this been all my life????,,"Stumbled upon this cream while shopping with my boyfriend. He said they made good products, so thought I would give it a shot. I have had dry spots on my face for years and years...tried so many things. I noticed a difference the first day, but after 3-4 days all dry spots were gone.
I love putting it on every morning. It feels great, light, cool. Yes it costs more than many you find in other stores, but I promise it is the best you will ever purchase. I'm a teacher so money is not burning a hole in my pocket, but I will gladly pay whatever this costs. It has worked so good for me. Hope you have good results, too."
1,"Boston, MA",2016-03-29,Terrible for Oily Skin,,"Even though I have oily skin, I do not always use products that are specifically for oily skin, and so I decided to give this product a try."
